feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul21359-RA,CABP5,Q9JLK3,infection_induced,Gy_chrV,promoters,"FUNCTION: Inhibits calcium-dependent inactivation of L-type calcium channel and shifts voltage dependence of activation to more depolarized membrane potentials (PubMed:18586882). Involved in the transmission of light signals (PubMed:18586882). May positively regulate neurotransmitter vesicle endocytosis and exocytosis in a salt-dependent manner (PubMed:22039235). May play a role in the extension and network organization of neurites (PubMed:22039235). {ECO:0000269|PubMed:18586882, ECO:0000269|PubMed:22039235}."
gasAcul21379-RA,qser1,A0A338P6K9,infection_induced,Gy_chrV,introns,"FUNCTION: Plays an essential role in the protection and maintenance of transcriptional and developmental programs. Protects many bivalent promoters and poised enhancers from hypermethylation, showing a marked preference for these regulatory elements over other types of promoters or enhancers. Mechanistically, cooperates with TET1 and binds to DNA in a common complex to inhibit the binding of DNMT3A/3B and therefore de novo methylation. {ECO:0000250|UniProtKB:Q2KHR3}."
gasAcul21381-RA,CPT1A,P32198,intergenerational,Gy_chrV,exons,"FUNCTION: Catalyzes the transfer of the acyl group of long-chain fatty acid-CoA conjugates onto carnitine, an essential step for the mitochondrial uptake of long-chain fatty acids and their subsequent beta-oxidation in the mitochondrion (PubMed:16908527, PubMed:21990363, PubMed:24222496). Possesses also a lysine succinyltransferase activity that can regulate enzymatic activity of substrate proteins such as ENO1 and metabolism independent of its classical carnitine O-palmitoyltransferase activity (By similarity). Plays an important role in hepatic triglyceride metabolism (PubMed:18349115). Plays also a role in inducible regulatory T-cell (iTreg) differentiation once activated by butyryl-CoA that antagonizes malonyl-CoA-mediated CPT1A repression (By similarity). Sustains the IFN-I response by recruiting ZDHCC4 to palmitoylate MAVS at the mitochondria leading to MAVS stabilization and activation (By similarity). {ECO:0000250|UniProtKB:P50416, ECO:0000269|PubMed:16908527, ECO:0000269|PubMed:18349115, ECO:0000269|PubMed:21990363, ECO:0000269|PubMed:24222496}."
gasAcul21384-RA,SYT1,A0A075F932,infection_induced,Gy_chrV,exons,"FUNCTION: Calcium sensor that participates in triggering neurotransmitter release at the synapse (By similarity). May have a regulatory role in the membrane interactions during trafficking of synaptic vesicles at the active zone of the synapse. It binds acidic phospholipids with a specificity that requires the presence of both an acidic head group and a diacyl backbone. May play a role in dendrite formation by melanocytes (By similarity). May play a role in regulating the secretion of hormones relevant to the reproduction and egg-laying of female geese (PubMed:25146222). {ECO:0000250|UniProtKB:P21579, ECO:0000250|UniProtKB:P46096, ECO:0000269|PubMed:25146222}."
gasAcul21393-RA,TRIM16,O95361,infection_induced,Gy_chrV,intergenic,"FUNCTION: E3 ubiquitin ligase that plays an essential role in the organization of autophagic response and ubiquitination upon lysosomal and phagosomal damages. Plays a role in the stress-induced biogenesis and degradation of protein aggresomes by regulating the p62-KEAP1-NRF2 signaling and particularly by modulating the ubiquitination levels and thus stability of NRF2. Acts as a scaffold protein and facilitates autophagic degradation of protein aggregates by interacting with p62/SQSTM, ATG16L1 and LC3B/MAP1LC3B. In turn, protects the cell against oxidative stress-induced cell death as a consequence of endomembrane damage. {ECO:0000269|PubMed:22629402, ECO:0000269|PubMed:27693506, ECO:0000269|PubMed:30143514}."
gasAcul21393-RA,TRIM16,O95361,infection_induced,Gy_chrV,intergenic,"FUNCTION: E3 ubiquitin ligase that plays an essential role in the organization of autophagic response and ubiquitination upon lysosomal and phagosomal damages. Plays a role in the stress-induced biogenesis and degradation of protein aggresomes by regulating the p62-KEAP1-NRF2 signaling and particularly by modulating the ubiquitination levels and thus stability of NRF2. Acts as a scaffold protein and facilitates autophagic degradation of protein aggregates by interacting with p62/SQSTM, ATG16L1 and LC3B/MAP1LC3B. In turn, protects the cell against oxidative stress-induced cell death as a consequence of endomembrane damage. {ECO:0000269|PubMed:22629402, ECO:0000269|PubMed:27693506, ECO:0000269|PubMed:30143514}."
gasAcul21393-RA,TRIM16,O95361,infection_induced,Gy_chrV,intergenic,"FUNCTION: E3 ubiquitin ligase that plays an essential role in the organization of autophagic response and ubiquitination upon lysosomal and phagosomal damages. Plays a role in the stress-induced biogenesis and degradation of protein aggresomes by regulating the p62-KEAP1-NRF2 signaling and particularly by modulating the ubiquitination levels and thus stability of NRF2. Acts as a scaffold protein and facilitates autophagic degradation of protein aggregates by interacting with p62/SQSTM, ATG16L1 and LC3B/MAP1LC3B. In turn, protects the cell against oxidative stress-induced cell death as a consequence of endomembrane damage. {ECO:0000269|PubMed:22629402, ECO:0000269|PubMed:27693506, ECO:0000269|PubMed:30143514}."
gasAcul21393-RA,TRIM16,O95361,infection_induced,Gy_chrV,intergenic,"FUNCTION: E3 ubiquitin ligase that plays an essential role in the organization of autophagic response and ubiquitination upon lysosomal and phagosomal damages. Plays a role in the stress-induced biogenesis and degradation of protein aggresomes by regulating the p62-KEAP1-NRF2 signaling and particularly by modulating the ubiquitination levels and thus stability of NRF2. Acts as a scaffold protein and facilitates autophagic degradation of protein aggregates by interacting with p62/SQSTM, ATG16L1 and LC3B/MAP1LC3B. In turn, protects the cell against oxidative stress-induced cell death as a consequence of endomembrane damage. {ECO:0000269|PubMed:22629402, ECO:0000269|PubMed:27693506, ECO:0000269|PubMed:30143514}."
gasAcul21396-RA,LRRC4B,P0C192,infection_induced,Gy_chrV,exons,FUNCTION: Synaptic adhesion protein. Regulates the formation of excitatory synapses. The trans-synaptic adhesion between LRRC4B and PTPRF regulates the formation of excitatory synapses in a bidirectional manner (By similarity). {ECO:0000250}.
gasAcul21398-RA,Hs3st2,Q673U1,infection_induced,Gy_chrV,intergenic,"FUNCTION: Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) to catalyze the transfer of a sulfo group to an N-unsubstituted glucosamine linked to a 2-O-sulfo iduronic acid unit on heparan sulfate (By similarity). Catalyzes the O-sulfation of glucosamine in GlcA2S-GlcNS (By similarity). Unlike HS3ST1/3-OST-1, does not convert non-anticoagulant heparan sulfate to anticoagulant heparan sulfate (By similarity). {ECO:0000250|UniProtKB:Q9Y278}."
gasAcul21402-RA,MSS51,D3ZKV9,intergenerational,Gy_chrV,promoters,NA
gasAcul21412-RA,Metrn,Q5Q0T9,intergenerational,Gy_chrV,intergenic,FUNCTION: Involved in both glial cell differentiation and axonal network formation during neurogenesis. Promotes astrocyte differentiation and transforms cerebellar astrocytes into radial glia. Also induces axonal extension in small and intermediate neurons of sensory ganglia by activating nearby satellite glia (By similarity). {ECO:0000250}.
gasAcul21420-RA,NA,NA,infection_induced,Gy_chrV,exons,NA
gasAcul21429-RA,ANKS3,Q5M9H0,infection_induced,Gy_chrV,exons,FUNCTION: May be involved in vasopressin signaling in the kidney. {ECO:0000250|UniProtKB:Q9CZK6}.
gasAcul21483-RA,Fam20c,Q5MJS3,intergenerational,Gy_chrV,intergenic,"FUNCTION: Golgi serine/threonine protein kinase that phosphorylates secretory pathway proteins within Ser-x-Glu/pSer motifs and plays a key role in biomineralization of bones and teeth (PubMed:22732358, PubMed:22900076, PubMed:25789606). Constitutes the main protein kinase for extracellular proteins, generating the majority of the extracellular phosphoproteome (By similarity). Mainly phosphorylates proteins within the Ser-x-Glu/pSer motif, but also displays a broader substrate specificity (By similarity). Phosphorylates ERO1A, enhancing its activity which is required to maintain endoplasmic reticulum redox homeostasis and for oxidative protein folding (By similarity). During endoplasmic reticulum stress, phosphorylates P4HB/PDIA1 which induces a functional switch, causing P4HB to change from an oxidoreductase to a molecular chaperone (By similarity). This is critical to maintain ER proteostasis and reduce cell death under ER stress (By similarity). Phosphorylation of P4HB also promotes its interaction with ERN1, leading to reduced activity of ERN1, a key sensor for the endoplasmic reticulum unfolded protein response (By similarity). Required for osteoblast differentiation and mineralization (By similarity). Phosphorylates casein as well as a number of proteins involved in biomineralization such as AMELX, AMTN, ENAM and SPP1 (PubMed:25789606). In addition to its role in biomineralization, also plays a role in lipid homeostasis, wound healing and cell migration and adhesion (By similarity). {ECO:0000250|UniProtKB:Q8IXL6, ECO:0000269|PubMed:22732358, ECO:0000269|PubMed:22900076, ECO:0000269|PubMed:25789606}."
gasAcul21483-RA,Fam20c,Q5MJS3,intergenerational,Gy_chrV,intergenic,"FUNCTION: Golgi serine/threonine protein kinase that phosphorylates secretory pathway proteins within Ser-x-Glu/pSer motifs and plays a key role in biomineralization of bones and teeth (PubMed:22732358, PubMed:22900076, PubMed:25789606). Constitutes the main protein kinase for extracellular proteins, generating the majority of the extracellular phosphoproteome (By similarity). Mainly phosphorylates proteins within the Ser-x-Glu/pSer motif, but also displays a broader substrate specificity (By similarity). Phosphorylates ERO1A, enhancing its activity which is required to maintain endoplasmic reticulum redox homeostasis and for oxidative protein folding (By similarity). During endoplasmic reticulum stress, phosphorylates P4HB/PDIA1 which induces a functional switch, causing P4HB to change from an oxidoreductase to a molecular chaperone (By similarity). This is critical to maintain ER proteostasis and reduce cell death under ER stress (By similarity). Phosphorylation of P4HB also promotes its interaction with ERN1, leading to reduced activity of ERN1, a key sensor for the endoplasmic reticulum unfolded protein response (By similarity). Required for osteoblast differentiation and mineralization (By similarity). Phosphorylates casein as well as a number of proteins involved in biomineralization such as AMELX, AMTN, ENAM and SPP1 (PubMed:25789606). In addition to its role in biomineralization, also plays a role in lipid homeostasis, wound healing and cell migration and adhesion (By similarity). {ECO:0000250|UniProtKB:Q8IXL6, ECO:0000269|PubMed:22732358, ECO:0000269|PubMed:22900076, ECO:0000269|PubMed:25789606}."
gasAcul21493-RA,HS3ST3B1,Q9QZS6,intergenerational,Gy_chrV,exons,"FUNCTION: Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) to catalyze the transfer of a sulfo group to an N-unsubstituted glucosamine linked to a 2-O-sulfo iduronic acid unit on heparan sulfate. Catalyzes the O-sulfation of glucosamine in IdoUA2S-GlcNS and also in IdoUA2S-GlcNH2. Unlike HS3ST1/3-OST-1, does not convert non-anticoagulant heparan sulfate to anticoagulant heparan sulfate (By similarity). {ECO:0000250|UniProtKB:Q9Y662}."
gasAcul20820-RA,Mprip,P97434,infection_induced,Gy_chrV,introns,"FUNCTION: Targets myosin phosphatase to the actin cytoskeleton. Required for the regulation of the actin cytoskeleton by RhoA and ROCK1. Depletion leads to an increased number of stress fibers in smooth muscle cells through stabilization of actin fibers by phosphorylated myosin. Overexpression of MRIP as well as its F-actin-binding region leads to disassembly of stress fibers in neuronal cells. {ECO:0000269|PubMed:12732640, ECO:0000269|PubMed:15469989}."
gasAcul21511-RA,GPR142,Q7TQN9,infection_induced,Gy_chrV,introns,FUNCTION: Orphan receptor.
gasAcul20786-RA,NA,NA,infection_induced,Gy_chrV,intergenic,NA
gasAcul20836-RA,Znf385d,Q6AXX3,intergenerational,Gy_chrV,intergenic,NA
gasAcul20840-RA,PLCL2,Q8K394,intergenerational,Gy_chrV,intergenic,"FUNCTION: May play an role in the regulation of Ins(1,4,5)P3 around the endoplasmic reticulum. {ECO:0000269|PubMed:10581172}."
gasAcul20884-RA,llgl2,Q3TJ91,intergenerational,Gy_chrV,exons,"FUNCTION: Part of a complex with GPSM2/LGN, PRKCI/aPKC and PARD6B/Par-6, which may ensure the correct organization and orientation of bipolar spindles for normal cell division. This complex plays roles in the initial phase of the establishment of epithelial cell polarity (By similarity). {ECO:0000250}."
gasAcul20890-RA,NA,NA,intergenerational,Gy_chrV,intergenic,NA
gasAcul20910-RA,sox8,P57073,intergenerational,Gy_chrV,exons,"FUNCTION: Transcription factor that may play a role in central nervous system, limb and facial development. May be involved in male sex determination. Binds the consensus motif 5'-[AT][AT]CAA[AT]G-3' (By similarity). {ECO:0000250|UniProtKB:Q04886}."
